,"Fast LS(5,21)","Medium-Fast LS(10,63)","Medium LS(20,126)","Slow LS(20,252)"
1959-08-20,0.9826100963267717,0.9826100963267717,0.9826100963267717,0.9826100963267717
1959-08-21,0.9825477157120508,0.9825477157120508,0.9825477157120508,0.9825477157120508
1959-08-24,0.9823586634548499,0.9823586634548499,0.9823586634548499,0.9823586634548499
1959-08-25,0.9822949927151723,0.9822949927151723,0.9822949927151723,0.9822949927151723
1959-08-26,0.9822314898980344,0.9822314898980344,0.9822314898980344,0.9822314898980344
1959-08-27,0.9821678826466982,0.9821678826466982,0.9821678826466982,0.9821678826466982
1959-08-28,0.9821049333715814,0.9821049333715814,0.9821049333715814,0.9821049333715814
1959-08-31,0.9819153208927096,0.9819153208927096,0.9819153208927096,0.9819153208927096
1959-09-01,0.9818511372382207,0.9818511372382207,0.9818511372382207,0.9818511372382207
1959-09-02,0.9817867405125269,0.9817867405125269,0.9817867405125269,0.9817867405125269
1959-09-03,0.9817218586837995,0.9817218586837995,0.9817218586837995,0.9817218586837995
