,Balanced,CTA 1,CTA 2,CTA 3,CTA 4,CTA 5,LS 1,LS 2,LS 3,LS 4,LS 5,QIS 1,QIS 2,QIS 3,QIS 4,QIS 5
2021-08-31,0.0134716966335268,-0.0081615389651985,-0.0070711275741054,-0.0031778107251347,-0.0071518552210059,0.0128380165578128,0.0003766197237637,0.01038430345817,0.0022383520484794,0.0152496679556384,0.0123744795021822,-0.0058834330201861,-0.0113621980630158,-0.0077796585498076,0.0001555874738973,2.3346491502543312e-05
2021-09-30,-0.0285346587695215,0.0088973168587884,-0.0534549379793402,0.0005139860087854,-0.0092618300261412,0.0373272870866976,0.0131792228127103,0.0055897788657883,0.0015168273280294,-0.0127911639239713,-0.0449287553177649,0.0160169137455115,0.0194946008428152,-0.0074752604611678,-0.0099566166082,-0.0044004722749587
2021-10-31,0.0306462678789225,0.045851331331407,0.0462106118248266,0.0358315763456054,0.0203417172878381,-0.0272869417674112,-0.0094852770592834,0.0063296309736065,0.001425433501343,-0.0082162369053073,0.0475288878172448,-0.0217680427226258,-0.0229365040900899,-0.0127972390614039,-0.0250495987342429,-0.0041814778357916
2021-11-30,-0.0133872216620838,-0.0803193703659165,-0.0727780792591905,-0.054097929425623,-0.0284261383135966,-0.0303232693275035,0.0109866891882315,-0.0069405107308766,-0.0021412506958495,-0.0442922887012674,-0.0158253950043008,0.0257448719346192,0.0379485468605844,0.0138234328580697,0.0130450034420554,0.0006486723837691
2021-12-31,0.0241704850501873,0.0114278397732556,-0.0009299916950565,0.0198686132640002,0.0161230233867557,0.0237697849532894,0.0304446259463726,0.0054845319336527,0.0038554424552847,0.0410449342998175,0.0170675624361857,-0.0232739960241544,-0.0244277677349846,-0.0363226871006578,-0.0254027471055593,-0.0041833287171412
2022-01-31,-0.0347406515214377,0.0509077488593139,-0.0399676169144184,0.0259809897829537,-0.0137797952047968,0.0617763987104531,0.0077474376537078,-0.0108284310588147,-0.0135956070891087,0.0028862087416923,-0.0394022457027146,0.0033775580872951,0.0204313636090881,-0.0163272238517854,-0.0259787441019272,-0.0185007988505958
2022-02-28,-0.0223178554296823,0.0207348139265879,0.0022322747637153,0.0385190334990261,0.0002374712917274,0.0175161087184236,0.0022577833989845,-0.000225707033933,0.0145163077080816,-0.0350183220040295,-0.0199535981903956,0.0055779414272134,0.0254705594368202,-0.0063819897169756,-0.0022826569790982,-0.0255797985329057
2022-03-31,0.0013000993182223,0.085867759098587,0.0686469460458689,0.0624456726734452,0.0492594601604277,0.0835412418320562,-0.0004517437253063,0.0090005529655161,0.0015979085517057,0.0469851767402977,-0.0052894034721052,-0.0108376098104922,0.0106445114236856,-0.0115885706974003,-0.0370652703207991,0.0016561267108585
2022-04-30,-0.0622653966350805,0.0488897457784338,0.0673173858529729,0.0427896455074239,0.0370756949189299,0.0752095570592299,0.0045598298191527,0.0023475349002972,-0.0082169828109858,-0.0637575847754168,-0.0473376262355522,0.0290173138651096,0.0016824937536034,-0.0042208231395088,0.0013376862649274,0.0023087035077711
2022-05-31,0.0056969130914845,-0.0046749260522501,-0.008084572457718,-0.0022740661984635,-0.0097015472447259,-0.0063954711340228,0.0158665781871445,-0.0076027303053344,-0.0149526227784109,0.0638344935985224,-0.0135097892752634,-0.006555028706276,-0.0168042063786802,-0.0127670711285252,-0.013699670634383,-0.028932466891986
2022-06-30,-0.058146681899653,0.0462966248174325,0.0295739295771428,0.0071990017525358,0.0203182753887718,0.0242290944482375,-0.0086233418374843,-0.0022238715888345,-0.0228395076605468,-0.1072941216690006,-0.0662472464379722,0.0134234825212002,0.0267399426463004,-0.0045544183103969,-0.0106175364836813,-0.0404025441907959
2022-07-31,0.0507275172773622,-0.0357185108429041,-0.0481637282654565,-0.0270958214377904,-0.0171928620856502,-0.0271594763594754,-0.0051983895815082,0.0024608740345284,0.0157203940088614,0.0001596422813099,0.0760797978071536,-0.020753036372017,-0.026355536868716,0.0226436256656127,-0.0120468536966482,-0.0087658208945058
