,Balanced,MAN AHL,Aspect,Metori,AQR,Dunn,BSF Event Driven,Jupiter GEAR,Ardtur,Schroder Egerton,HSBC GH,QIS Calendar Put Ratio,QIS US 1Y Vol,QIS EU 1Y Vol,QIS XA Proxy Put,QIS US Tail Hedge
2018-07-31,0.0177939460363791,-0.025915023960858,-0.0097504279699905,-0.0039156081206017,0.0001457444536467,0.0021898883932194,-0.0078103638057422,-0.0100612584912346,-0.0007087415038125,-0.0083349297826108,0.0016888512094364,-0.012820670785385117,-0.021184323189187573,-0.027519849437029013,-0.013441697070810141,0.0007099537570168474
2018-08-31,0.0044738479575354,0.0399068997679834,0.0297304269122873,-0.0014575956099318,0.0261309014739834,0.0113324473208695,0.0060085060208521,-8.924318706005074e-05,-0.0158646044797859,0.0058304832482094,0.0014119057919133,-0.001378740201192753,-0.0017481329989724591,0.0010624128394641377,0.001372774188341777,-0.002500672196328561
2018-09-30,-0.001435268501714,-0.0542029026059079,-0.0114244096182161,-0.0159007338943678,-0.0239092990250844,0.0115458623094826,0.0074153605281499,-0.0023594713684638,0.0448517440333009,0.002665743614503,0.0016639547858674,-0.009832114684643374,-0.011580311129387882,-0.011727858352612952,-0.02522278681470235,0.00039354843876999806
2018-10-31,-0.05127170697446,0.0078005407903494,-0.0954354815564839,-0.0254566487264922,-0.0116786968946659,-0.0600142795124815,-0.0093366616248029,-0.0150196074093167,-0.0681687143364327,-0.0653276626898955,-0.0179475233618787,0.008158013808433031,0.044518462491338964,0.025200020922792266,0.005099442934310415,-0.015968844913393943
2018-11-30,0.0093526689663918,-0.0329671368918342,-0.0222016494624758,-0.0138684276700578,-0.0185056529110129,-0.0286593351344871,0.021627677576486,-0.0290634609072333,-0.0475892256339133,-0.000408734840112,-0.006324011302112,-0.010533602295488874,-0.00513724651548126,-0.01053474383435947,-0.000968948288109009,-0.011452532144460311
2018-12-31,-0.0398119659887736,0.0709732376285396,-0.0111393478820307,-0.0265853590512069,0.0111231058504059,0.0203956991675202,-0.0051973814617245,0.0234538380923947,-0.074578146119756,-0.0445098894588924,-0.0134575981909546,0.01425508308270887,0.03764608365291956,0.056803541513813484,0.0314219008651158,-0.05364710406933194
2019-01-31,0.0492055237762663,-0.0086683643830193,-0.0106565293806658,-0.0075802925505313,-0.0186689131491538,-0.0160763957904039,0.0092060724082081,-0.0196668907306312,0.0853701388548981,0.053183232043988,0.0161538767460329,-0.026015197314122426,-0.03366408042811901,-0.05278718555352552,-0.044127240313827774,-0.0007973418996628969
2019-02-28,0.0145328194871265,-0.0150948211089463,0.0383208187331112,0.0021357899417415,-0.001236492477296,0.0076910991545899,0.0018972786839637,-0.0103612906958403,-0.0295525806816279,0.0377708695747758,0.0054242073389318,-0.015064971334681147,-0.022123475978570867,-0.011172880770601048,-0.0037172680461462927,0.0017159141821207577
2019-03-31,0.0132907327771003,0.0847222079735061,0.0418305219099144,0.0583738024010547,0.0322064037285665,0.0477404609090277,0.0051878426484286,-0.0026878159455318,0.001225304738931,0.0236132564995259,0.0074065908208293,-0.0056596033544592935,-0.002519851030740197,-0.008035778917257354,-0.0008969898860969313,-0.0035674798713708302
2019-04-30,0.0191957310173276,0.0238519032756954,0.0459092618715155,0.0251951374104877,0.0122978112976632,0.0073631672257725,0.011217989359191,-0.0358964531216485,0.0039608456508888,0.0251783680852284,0.0081890006234499,-0.0003549984612522505,-0.010363691328668514,-0.01597254162716464,-0.006223439590246781,0.0005886320551197993
2019-05-31,-0.0324670295405575,0.0054417352800726,-0.0348187067950669,0.0029061072285387,0.0143327437461475,0.0084934578797413,-0.0067587230580563,0.0076125022154835,-0.0176707834700678,-0.0318894983151771,-0.0094074274792265,-0.021304700633643568,0.02092088429409446,0.01984560514786821,0.0650857609071719,-0.004288625765774034
2019-06-30,0.0410173465348171,0.0355533502844276,0.0493952021269288,0.0465269620028454,0.0069431599980971,0.0150533857895385,0.0105992279634388,0.0041453332951582,0.0413693553106349,0.0345884986603759,0.0151819164066644,0.0025195659493284246,-0.01871236761704264,-0.024620147342980046,-0.0272237092522273,-0.0013707445020319192
2019-07-31,-0.0007144361756825,0.0827447690252578,0.0413816023822615,0.0234961381556702,0.0286221561405051,0.0186748432532246,0.0099478957956098,-0.0190858156641117,-0.0107546630647787,0.0126987377000375,0.0030370051323338,-0.0021561851426988494,-0.004581842492186783,-0.00969639916055378,-0.0078158437272918,-0.0002993514078722427
2019-08-31,-0.0034750336856133,0.0335079497675818,0.069162218148199,0.0281575677606409,0.0156121892207052,0.0419160323876399,-0.0011919903387997,-0.0170788394760771,-0.0706547310111357,0.0116298688146336,-0.0005414370881779,0.009716109538690905,0.03460646116380205,0.035071805096883346,0.047441408889338295,-0.0028167049962632513
2019-09-30,0.0100192537769259,-0.0397549274176156,-0.0404411435515531,-0.0116852497265365,-0.021001412630874,-0.0383192664991985,0.0032268360904053,-0.0104772178600857,-0.0023223822373351,-0.0310915074888237,-0.0059828236389523,-0.00625893989225756,-0.010838889996059848,-0.014353782896097136,-0.06917712078742927,-0.00020165367777692173
2019-10-31,0.0165234223440526,-0.0632498210879047,-0.036461015223661,-0.0278685737228695,-0.036228960816512,-0.0327967865530783,0.0026106814602946,-0.0143084912776045,0.0377529116570258,0.0222768758358209,0.0014070486777144,-0.021903756462891798,-0.015013479545760123,-0.016632191971116872,-0.02554098336780936,0.0014125222214024557
2019-11-30,0.0112125910516749,0.0204468643279422,0.0191276313999158,0.0135088068764044,-0.0023598933167121,0.0120293202419616,0.0015254156733088,-0.0059877020110594,0.0043371014355246,0.0198118812111796,0.0074946828127886,-0.008010914855390447,-0.0060085808439535055,-0.01566261245445089,-0.0015995068175483503,-0.0009841463886143547
2019-12-31,0.0198048316222176,0.0122256331129946,-0.0088570978092237,-0.0140018344809567,0.0080976612110037,-0.0002848908244621,0.0053246238431767,-0.0188444390227645,0.1209075019376662,0.005722305718437,0.0103406444297085,-0.007136815290542032,-0.008322458273156577,-0.001845646751057216,-0.011432924759481954,-0.0014508371146584706
2020-01-31,-0.0044868300975351,-0.0206932599404691,0.0033275507560299,0.0321211555217042,-0.0264847499542932,-0.0066871050868062,0.001695436715817,0.0091584353506681,-0.0741336057153969,0.0176292843477479,0.0086381274622668,-0.003860360131124214,0.00013121294037157907,-0.007039961634120698,0.013454321093169718,0.0003644663309464093
2020-02-29,-0.0434847279760229,-0.0215367147457077,0.0007129231428393,0.007021502986084,-0.0073479789879598,-0.0310953702764996,-0.0066890527004322,-0.0142660702258442,-0.0693548413119041,-0.0451187054394827,-0.0088475869755533,0.13267979392630522,0.0722459652205837,0.12435728948803319,0.07083769775482776,-0.0007280509477664599
2020-03-31,-0.0919869696449826,0.0751541267739388,0.0034495793393194,0.0311530350082132,0.0548436371781195,0.0371165295679629,-0.0580444385463189,-0.0227763224226074,-0.1188285738965435,-0.091636825754342,-0.0200165993665166,0.18987293278210082,0.19556753244641767,0.15104113731206198,0.2207469437483255,0.2775735475779854
2020-04-30,0.063686702541726,-0.0306614021682152,-0.0115934053307236,-0.0025211468117293,0.0019638866819831,0.0177163200344314,0.0512867722389873,-0.0084569195770646,0.089014214752219,0.0437121162018332,0.0200321641000555,0.02822135363551225,-0.010875731216455829,-0.015791295272984392,-6.259979158214476e-05,0.00035856012391920824
2020-05-31,0.0354124775091797,-0.0246716034596454,-0.0154986047846027,-0.0008899317766224,-0.0165589244746083,-0.017845512596382,0.0163520338996712,-0.0143585545550781,0.0025225148401391,0.0352969900891844,0.0141671124630062,-0.018334600766353782,-0.025792029870444412,-0.01464283721781544,-0.0303031655338362,-0.007057335257377476
2020-06-30,0.0206592676258987,-0.0213802858544063,-0.0219779219838466,-0.0074785032347856,-0.0175701399229248,-0.0080319062502205,0.0061471748345725,0.0128210107961344,0.010551952917307,0.0229399383178039,0.0145329565159992,0.03544131870996139,0.009378976887078208,0.019613207770165876,-0.02453776598712709,-0.013019037815779766
2020-07-31,0.0360013525434621,0.0276381016319433,0.0094013180070402,0.0081637313604501,-0.0061531051962994,-0.0142964967296369,0.0138622338858735,0.0073898365097673,0.0280078559866989,0.051099359949676,0.0213093331902041,0.0008850073809676245,-0.018390695559096535,-0.016805660233025252,-0.005097392637484637,0.0025366482528171755
2020-08-31,0.0336798146701549,0.0049470365292794,-0.0525091153830612,0.0110341622764682,-0.0085004171394268,0.0004799719029102,0.0065049244894426,-0.0078537036352258,0.0312816728681955,0.0459977283531578,0.0213971991697992,0.011351228357662653,0.0021233720042396764,-0.011359353161695753,-0.005963087065532718,-0.0002235951920310682
2020-09-30,-0.0185175696502174,-0.0329594751073382,-0.010971372126198,-0.0063383250034548,-0.008778287112354,-0.0231988523173879,0.0055137660046975,0.0203389091669743,-0.0426852712620948,-0.0109955875702135,0.0027192315070962,-0.031175885181011876,0.0055374647651140465,0.004841500992950611,0.0021307024876301905,-0.01155727837547106
2020-10-31,-0.0147724208627409,-0.018232995741129,-0.0019241292855407,-0.0074140862006985,0.0011648294854667,0.0014466959659704,0.0046320116608609,0.0116486255460137,-0.0097484782134833,-0.0256991020137056,0.0028595284360644,0.0068685215151588755,0.005053614777507863,0.01957285068590531,-0.01870108422902408,0.006759868483838473
2020-11-30,0.0742768357556027,0.0153214387726134,-0.0131310343446411,0.0102389002551865,-0.0278060467265172,-0.0019664423102339,0.0250551194776906,-0.0286359922149828,0.0631937749166835,0.0281020325241796,0.0217622653750726,-0.03077439317645556,-0.0410947678804722,-0.04574427583435829,-0.0113409397725481,-0.0034024061959978254
2020-12-31,0.0305110967747721,0.0726604117911631,0.0684385075482105,0.0251598928185554,0.0257071122150556,0.0332150086919837,0.0059171132430135,0.0149478952853767,0.0636156983105336,0.0141617382993748,0.0297477465603055,0.007429656947534976,-0.0014695103550367568,0.0011052489228585076,-0.00306880016316939,-0.00046037624095802347
2021-01-31,-0.0041529940759362,-0.0347594110652472,-0.0136153088797819,-0.00314796298902,0.0051130073446734,-0.0095347911404009,0.0072933507528161,0.0489743095041432,0.0075683935998318,-0.0558325059153033,-0.0064294356324331,0.02037353688177147,0.03156010189191385,0.03282573371105935,-0.001866183967084969,0.0002881759888867967
2021-02-28,0.011887282990056,0.0288631764806217,0.008628765904677,-0.0009648621939299,0.040398211367205,0.0258941626936797,0.0017780046086599,-0.0034376601359976,0.0697941169208453,0.0482413236649024,0.0188063079814655,-0.019815859249860488,-0.018967513866095978,-0.019147120310921285,-0.008900912872403815,0.0011285692026936894
2021-03-31,0.0177116670105943,0.0296207255011924,0.0328735483159228,0.0020651918907637,-0.0041690103748801,-0.0017373081927528,0.0075118803312628,0.0523734196386209,0.0471759885390246,0.0221704703661371,-1.6761239931994965e-05,-0.03500560462626967,-0.04279084177302795,-0.05070815061740739,-0.0007042491306069019,-0.0006080683649824664
2021-04-30,0.0282924529730075,0.0178676154223473,0.0243415115498026,-0.0120743028224631,0.0077344670563703,0.0286557259016331,0.0147733205925477,0.0210455644146927,0.0318643453301956,0.0438223905697152,0.0165326499116686,0.000925856538391328,-0.002533151210531659,-0.006906562472605403,-0.006801117177297679,-0.0010806443265007572
2021-05-31,0.0114036059094495,0.024823256202467,0.0284597890987767,0.0206431771048722,0.0112278150896505,0.007316618427329,0.0036791616897176,0.0273510075230785,0.0488365066435454,-0.0031329159064732,-0.0022425423132885,-0.011720639188834444,-0.01637599158412547,-0.006633271727144141,-0.00406264030254625,-4.615058253548454e-05
2021-06-30,0.0086858853154001,-0.0138459585797017,-0.0352704667840736,-0.0171097836021287,-0.03421386560222,-0.0179662517584692,-0.0032895404422449,-0.0050524799941901,-0.0191823219440915,0.0053182349707097,0.0014326216664091,-0.0038843249317280747,-0.009703516291660243,-0.014251857187091092,-0.0022095271005506934,0.00021924888901723593
2021-07-31,0.009272441525794,0.0136904697319066,0.0017280310552831,-0.0229592491084965,-0.0313037021063166,-0.0057399062341462,-0.0167561271645536,-0.0116797932803919,-0.018129838174976,0.0099603022385048,-0.0006941156261928,0.0017133204780295456,0.006563402046601268,0.005238246226855657,-0.0009126520324687624,-0.003666862626580477
2021-08-31,0.0134716966335268,-0.0070711275741054,0.0128380165578128,-0.0071518552210059,-0.0081615389651985,-0.0031778107251347,0.0022383520484794,0.0003766197237637,0.0152496679556384,0.0123744795021822,0.01038430345817,0.00015558747389736945,-0.005883433020186128,-0.011362198063015812,-0.007779658549807634,2.3346491502543312e-05
2021-09-30,-0.0285346587695215,-0.0534549379793402,0.0373272870866976,-0.0092618300261412,0.0088973168587884,0.0005139860087854,0.0015168273280294,0.0131792228127103,-0.0127911639239713,-0.0449287553177649,0.0055897788657883,-0.009956616608200018,0.01601691374551154,0.019494600842815225,-0.00747526046116781,-0.0044004722749587935
2021-10-31,0.0306462678789225,0.0462106118248266,-0.0272869417674112,0.0203417172878381,0.045851331331407,0.0358315763456054,0.001425433501343,-0.0094852770592834,-0.0082162369053073,0.0475288878172448,0.0063296309736065,-0.025049598734242978,-0.02176804272262584,-0.02293650409008999,-0.012797239061403903,-0.00418147783579164
2021-11-30,-0.0133872216620838,-0.0727780792591905,-0.0303232693275035,-0.0284261383135966,-0.0803193703659165,-0.054097929425623,-0.0021412506958495,0.0109866891882315,-0.0442922887012674,-0.0158253950043008,-0.0069405107308766,0.013045003442055452,0.025744871934619256,0.03794854686058445,0.013823432858069735,0.000648672383769136
2021-12-31,0.0241704850501873,-0.0009299916950565,0.0237697849532894,0.0161230233867557,0.0114278397732556,0.0198686132640002,0.0038554424552847,0.0304446259463726,0.0410449342998175,0.0170675624361857,0.0054845319336527,-0.02540274710555935,-0.023273996024154493,-0.024427767734984666,-0.0363226871006578,-0.0041833287171412145
2022-01-31,-0.0347406515214377,-0.0399676169144184,0.0617763987104531,-0.0137797952047968,0.0509077488593139,0.0259809897829537,-0.0135956070891087,0.0077474376537078,0.0028862087416923,-0.0394022457027146,-0.0108284310588147,-0.025978744101927274,0.0033775580872951374,0.020431363609088145,-0.01632722385178541,-0.018500798850595884
2022-02-28,-0.0223178554296823,0.0022322747637153,0.0175161087184236,0.0002374712917274,0.0207348139265879,0.0385190334990261,0.0145163077080816,0.0022577833989845,-0.0350183220040295,-0.0199535981903956,-0.000225707033933,-0.0022826569790982583,0.005577941427213432,0.02547055943682029,-0.006381989716975686,-0.025579798532905755
2022-03-31,0.0013000993182223,0.0686469460458689,0.0835412418320562,0.0492594601604277,0.085867759098587,0.0624456726734452,0.0015979085517057,-0.0004517437253063,0.0469851767402977,-0.0052894034721052,0.0090005529655161,-0.037065270320799135,-0.010837609810492201,0.010644511423685674,-0.011588570697400342,0.0016561267108585688
2022-04-30,-0.0622653966350805,0.0673173858529729,0.0752095570592299,0.0370756949189299,0.0488897457784338,0.0427896455074239,-0.0082169828109858,0.0045598298191527,-0.0637575847754168,-0.0473376262355522,0.0023475349002972,0.0013376862649274153,0.029017313865109695,0.0016824937536034815,-0.004220823139508835,0.0023087035077711845
2022-05-31,0.0056969130914845,-0.008084572457718,-0.0063954711340228,-0.0097015472447259,-0.0046749260522501,-0.0022740661984635,-0.0149526227784109,0.0158665781871445,0.0638344935985224,-0.0135097892752634,-0.0076027303053344,-0.013699670634383083,-0.006555028706276021,-0.016804206378680266,-0.012767071128525282,-0.028932466891986027
2022-06-30,-0.058146681899653,0.0295739295771428,0.0242290944482375,0.0203182753887718,0.0462966248174325,0.0071990017525358,-0.0228395076605468,-0.0086233418374843,-0.1072941216690006,-0.0662472464379722,-0.0022238715888345,-0.010617536483681312,0.0134234825212002,0.02673994264630041,-0.004554418310396922,-0.040402544190795996
2022-07-31,0.0507275172773622,-0.0481637282654565,-0.0271594763594754,-0.0171928620856502,-0.0357185108429041,-0.0270958214377904,0.0157203940088614,-0.0051983895815082,0.0001596422813099,0.0760797978071536,0.0024608740345284,-0.012046853696648287,-0.020753036372017017,-0.026355536868716035,0.022643625665612798,-0.008765820894505848
2022-08-31,-0.0394639373804657,0.0217924768230863,0.046737148949445,0.0502716770480309,0.028776179820007,0.0616155987729916,0.0166628730424005,0.0076094574623628,-0.0225856640271019,-0.0279056593901209,0.0024294379879272,-0.010942676590851984,0.010686171045758511,0.012321815111769444,-0.04701196897148555,-0.0018204721326352676
2022-09-30,-0.074432514146508,0.0925911588837833,0.0436979030489839,0.0771913747216663,0.0483277080258397,0.0308179767732157,-0.0274036259703717,0.0260642173937635,-0.0677568363754516,-0.0542343036335277,0.0010452301980634,-0.0017217328535355015,0.019899712038509813,0.01256476845377173,0.0005232763185425375,-0.009897777866976779
2022-10-31,0.0310542533000617,-0.0022576914953671,0.0174289513868486,-0.0045699127274263,0.0001223852474603,-0.0052754068771112,0.0157367432061725,0.0017204272981559,0.032166555567014,0.055517400301718,-0.001939313871218,-0.0037919497024396323,-0.01374335248865311,-0.030792224599207746,-0.0036201119780223646,-0.00927788934187643
2022-11-30,0.0641893407157889,-0.057489033212857,-0.0423702541651014,-0.0286571269869294,-0.0467274921608278,-0.0292131295308285,-0.0139426277762675,0.0093224023049967,0.0698859324293623,0.0379080231163453,-0.0036133905717969,-0.007602167858498651,-0.015420767345173744,-0.029945854855378415,-0.020458684181603442,0.00442135111903895
2022-12-31,-0.0348544594906389,-0.0072673421764604,-0.0001203776843961,-0.0110308520690247,0.00351819552094,0.0119553834779335,-0.0021662964741635,0.0040174701835962,-0.0309466855300809,-0.026234797499863,0.0048976459561973,-0.038021237440651376,0.002253800950840896,-0.0017848156002339794,-0.015974595918523644,-0.003092930246626717
2023-01-31,0.054179413295577,-0.0033395417913402,-0.0312802312181058,0.0052902213902989,-0.0274207056875287,-0.04386193471464,0.0201688902252996,0.0054990922530255,0.0711376509821257,0.0137039593791141,0.0018451182770822,-0.028286013244889417,-0.04924544935021717,-0.051677688351253116,-0.006901697639929318,0.0047563612584144935
2023-02-28,-0.0329579493418303,0.0109267919331057,0.0356683308275733,0.0311864931550467,0.0378606148409441,0.0492154379970743,0.0009863476935956,-0.0047701566078542,-0.0145780687346588,-0.0222107849483504,-0.0015324181887979,-0.016665488548318123,0.0029828783929681645,0.00428981956449164,-0.0031464102238070537,-0.00129635544322056
2023-03-31,0.0235022921945284,-0.0755044541190039,-0.0681451542159433,-0.0747402030206805,-0.0556716671155905,-0.0678712512343381,-0.0095122968956483,0.0039214654357995,-0.0236073057719909,0.0074698961639854,-0.0074713855230827,0.004393924567393702,0.00043566607651658796,0.01301221955503378,-0.03191818058162595,0.001282531453163212
2023-04-30,0.0079150934879361,0.0207415719979764,0.0347754930637718,0.0103926900128636,0.016167779305259,0.0406256812685903,-0.0039110648063797,-7.516689518616282e-05,0.0030822347499614,0.0299868626244985,-0.003450613006005,-0.005112010700847648,-0.014516726389354313,-0.013946524368924336,-0.005025228348127126,0.003773217385666651
2023-05-31,-0.0168899195380677,0.0228321977039764,0.0225109419693794,0.0022380066221581,0.0270478427046267,0.0069472645328902,-0.0325553111253981,0.0029791978613289,-0.0719236747249185,-0.0154591016234759,0.0004302438907763,-0.019232345540086886,-0.017501069663844078,-0.014063621631526163,0.0007728141510163091,0.0010892832789377407
2023-06-30,0.0305226981197375,0.0275493099044275,0.0061610079780798,0.0317525509548721,-0.0006485066767938,0.0343143518641106,0.0189695863288255,0.0150782739512795,0.0012820863563201,0.0346205054275419,0.007626259324488,-0.018171666240421786,-0.027757914837729894,-0.04358433187004874,-0.013318100781736628,-0.0016185115875172469
2023-07-31,0.0167917510473032,-0.0422871789819133,-0.0044016176897785,-0.0178456714608021,-0.0225045986713045,-0.0065555028312407,0.0041156018857109,-0.0136592782997742,0.0446038713563692,0.0148123609212131,0.0037069170729675,-0.0007503414932313889,-0.0015366714274837581,0.004095550151564567,-0.013865278659968302,-0.001225233378989196
2023-08-31,-0.0239895321017198,-0.0294372051649141,-0.001198329820357,-0.0154195877561339,0.021046935795784,-0.0131556351808954,0.0017410330867588,0.012635830091046,-0.022821346600011,-0.0030617713962148,0.0038954820910932,-0.019893509156530972,-0.0031513765881496982,0.007533683892633932,0.0007239894864425026,-0.0008073463110627297
2023-09-30,-0.0393015073152411,0.0487723488567464,0.0213789089676283,-0.0309936322099035,0.0302046910180477,0.0072096015561504,-0.0094199990910995,0.0133694889498274,-0.0180769028524013,-0.0105022921804009,0.0006216443395616,-0.01843687202429844,0.006569658315644555,-0.002129586607040946,-0.006485968027173833,-0.004722188256371526
2023-10-31,-0.027401653744478,0.0222288006649662,-0.0103644295626095,-0.0043497053904615,0.010483755073158,-0.0221833464850191,-0.0259571308376375,0.0112683027316311,-0.0420703454207816,-0.0048280929756638,-0.0037775861355702,-0.020385694696905838,-0.002638520265364707,0.008275537370115084,0.00040592121149749633,-0.013863696251523975
2023-11-30,0.0654280350739329,-0.0748601130496896,-0.0300567548088446,-0.0009680949771717,-0.0356070233408729,-0.0514862713538002,0.0294727771159379,-0.0040823514272729,0.0836605143833093,0.0408039741075483,0.0077696484773008,-0.007403727631815919,-0.03005259830970822,-0.03845004043660703,-0.00025126332211092316,-0.0001436897647500368
2023-12-31,0.0408355118132999,0.0122419269634181,-0.0355273523017822,-0.017283321249224,-0.024302891012939,-0.0269985151482752,0.0299597265877002,0.0010219582944399,0.0431849315429302,0.0057795211498006,0.0061171191766031,0.000783013601421878,-0.00029627818190016005,-0.006192588982156035,0.003725656871593129,-0.0006777181866772945
2024-01-31,-0.0030368468837871,-0.0201391141456162,0.0361977593655933,0.0287723606590803,0.0007397856192628,0.0560181047821937,-0.0115820536559065,0.017914327026848,-0.0339950279999291,0.036329483604484,0.0050074944026383,-0.00743493987477736,-0.007332109329379745,-0.01608590344531472,0.006528123860662519,-0.00010291633565223199
2024-02-29,0.0159612745661887,0.0335986532947552,0.0608588936565486,0.0176511506533347,0.0656069426460519,0.0717015988224438,0.0036001846862381,0.0042642568045627,-0.0267742582177225,0.0501927583668193,0.012965321043447,-0.005111146401755891,-0.005113022736022128,-0.016604639605216895,-0.01792314900052112,-0.0017913568375846768
2024-03-31,0.0201117047046361,0.0492863856320757,0.0453636637285841,0.0421468295863403,0.0290253708122305,0.0024329506570068,0.0001744086686701,-0.0027701878487365,0.0649435536732196,0.0275781176994116,0.0116892904438734,0.0009861068368109311,0.0015566157502027718,-0.005275309567452106,-0.0013261606790668451,-0.0015742338841132103
2024-04-30,-0.034909630101365,0.0151327644310739,0.0070854877017711,-0.0096845889124755,0.0174616380131042,0.0003033751458814,-0.0145353690753285,0.008884362261752,-0.0097453960892049,-0.0271461663556973,-0.0017714476527952,-0.019906917834972195,0.000566585305508822,0.0024659980805641774,-0.00456054167408686,-0.0068089655593684545
2024-05-31,0.0298770063783875,-0.0232506179171838,-0.0423699617105237,0.0113678749095536,-0.018099233043146,-0.0268078575214224,-0.0011949893010181,-0.0016572472583284,0.0507764762155376,0.0207236229036371,0.0006252599017331,-0.002794630517863837,-0.026040035893616104,-0.024458589708763138,-0.0007898884034893715,-0.0003621772000666375
2024-06-30,0.0084682015311705,-0.0334887853139738,-0.0247778330255334,0.0002042386563605,-0.0222167903061624,-0.0306990825771824,-0.0064896517730755,0.0019223224813957,-0.0603634983809703,-0.0024957428345575,0.0052408536757362,0.004599324253719598,-0.0038063848527227387,0.017858903826007425,0.002685093010332595,-0.0018343981564550068
2024-07-31,0.0159672799087318,-0.0622595152760496,-0.0011776447334643,-0.0129967313900769,-0.0601196103737716,-0.0109764756247946,0.0175226788653564,-0.0077381728430007,0.0235496093328486,0.0016035712497157,-0.0053502366195918,-0.004585957503929818,0.009910549873696743,-0.010734504480984937,0.05162767161311349,-0.0028543162788983614
2024-08-31,0.015532063744821,-0.0779930443257037,-0.0449379028302996,-0.0601149404333072,-0.0158294437409598,-0.0015806528394657,0.0030340748152091,0.0069569834526412,0.0200047820270392,0.0243318184185377,-7.302287064270274e-05,0.008198795408804076,0.0023986141673127555,-0.0012783780622577766,-0.014981386238964564,-0.00541662974647635
