,Balanced,MAN AHL,Aspect,Metori,AQR,Dunn,BSF Event Driven,Jupiter GEAR,Ardtur,Schroder Egerton,HSBC GH
2024-07-31,0.015967279908731813,-0.06225951527604967,-0.001177644733464378,-0.012996731390076954,-0.06011961037377167,-0.010976475624794646,0.01752267886535641,-0.007738172843000712,0.023549609332848664,0.001603571249715774,-0.005350236619591886
2024-08-31,0.015532063744821079,-0.07799304432570375,-0.044937902830299636,-0.06011494043330723,-0.015829443740959848,-0.0015806528394657349,0.00303407481520912,0.0069569834526412855,0.02000478202703926,0.02433181841853771,-7.302287064270274e-05
2024-09-30,0.014095528929954027,0.03312249733561812,0.008291470216356345,0.005206173659117352,0.023084541409233994,0.0016228455817044463,-0.003526386721885544,-0.004599173667407808,0.025827107614081024,0.013238047264528152,0.006448528736741954
2024-10-31,-0.02639985766368036,-0.07467178393472007,-0.05829113320075008,-0.03357361118806246,-0.03383329641792199,-0.0353688636268521,-0.015460244597780615,0.017045706406350725,-0.041612736202019884,-0.01119654486524968,0.0015302766435352222
2024-11-30,0.023415659779410403,0.02376679653211955,0.022268613773047008,0.019738850042418044,0.017892061678366877,0.01589423659947542,0.007436258134909002,0.008731212180323356,-0.03788339393342077,0.03821375729045484,0.01840444365431848
2024-12-31,-0.026252594960692766,0.034117272058723724,0.0053461029142438665,0.01573077134913503,0.027860083017173354,0.006184981094078834,-0.013944682124895302,0.0036795755703646904,-0.032957420396861226,-0.024382373868268248,0.004545639160666415
2025-01-31,0.016947538827146946,-0.018085640983936946,0.013680130412250913,0.004593317993053514,0.008264873968616193,0.01608134585694443,0.011953835855055939,0.009836521669998044,0.05708318757087927,0.04787808534978666,0.008102992420659039
2025-02-28,0.0022553340337692074,-0.053164035673354926,-0.02916099774458758,0.01964259515732092,0.03081599107855504,-0.013260572422603922,-0.003207304611825723,0.015340726087862189,0.04748352183223625,0.02908189763414626,-0.012980599980131902
2025-03-31,-0.02452632738172711,-0.03069167048671584,-0.022879330051073454,-0.0507713531161893,0.013606411364023963,-0.03445726779766012,-0.007779254717752426,0.010873040165566339,0.040121248080210004,-0.030089092536734863,-0.009118443967385148
2025-04-30,0.0021858647190251546,-0.08365934215381376,-0.08024732488444852,-0.06280154060768928,-0.0147627710614745,-0.022205026213536705,0.007433162269943949,-0.004321159246703399,0.02614878585742919,0.01591746934726812,0.0015949296605786145
